Job Code,Company Name,B.Tech Job Designation,B.Tech Gross Salary,B.Tech CTC,Raw_JD_Text_Summary,Job_Description
9158,Dozee[Turtle Shell Technologies],Software Engineer 1,875400,900000,"Job Details
Responsibilities:
● End to End Application Development
● Design, Development, Testing, and Documentation
● Bug fixes, Scalability testing
● Design to proof of concept prototyping
● Proof of concept to deployment in production
● Quickly learning and understanding any new technology that will be useful in our mission
Requirement
● Knowledge of of Gen AI, Node.js, React.js, Python
● Strong analytical and problem-solving skills.
● Attention to detail
About Dozee (www.dozee.health)
Regard",
9157,Dozee[Turtle Shell Technologies],Data Scientist 1,878400,900000,"Job Details
Responsibilities :
To initiate, develop and optimize algorithms to solve healthcare problems
To ensure a constant flow of case studies/publications from acquired health datasets
To extract feedback for product and marketing in order to improve and optimize their functions
To optimize and upgrade existing pipelines and processes
To ensure performance on par with business requirements
To keep the software stack and implementation up to date with the latest advancements in the industry
",
9176,Dozee[Turtle Shell Technologies],Product Analyst,878400,900000,"Job Details
Responsibilities:
Conduct market research to understand user needs
Define product features and requirements
Creating and managing a product roadmap and timeline
Developing competitive analysis and product positioning strategies
Defining metrics for product’s success
Incorporating customers’ feedback
Excellent communication and interpersonal skills
Ability to make data-driven decisions
Ability to be able logically break down problem statements and perform basic analysis and testing
Re",
9174,Dozee[Turtle Shell Technologies],Hardware Engineer,878400,900000,"Job Details
Responsibilities:
Design, develop hardware for Dozee Products (Board design, Component research and specification, Interfacing with other design engineers, Provide inputs during requirement gathering phase)
Prepares documentation such as Hardware requirements, Design documents, Schematic, Layout, Test procedures, Purchased part lists and all related information
Conducts functional and environmental tests of new designs or modified existing designs to evaluate circuit and hardware per",
9171,Dozee[Turtle Shell Technologies],Firmware Engineer,878400,900000,"Job Details
Responsibilities
Design, Develop, Test embedded
firmware
for Dozee Products (Connected Medical Devices)
Explore tools and techniques and contribute to efforts that benefit
firmware
design, development, testing and management.
Follow details during all phases of design, development, integration, testing and release
Collaboration with other development and quality assurance teams to ensure high quality delivery
Involvement in improving processes, technologies, methodologies and innovat",
9268,ARGA Investment Management [India] Pvt. Ltd,Global Research Associate,1578400,1600000,"Job Details
The firm
ARGA Investment Management is a Financial Services firm that conducts deep research into businesses located across the world. The Firm has offices in Stamford, USA and Chennai. The firm identifies undervalued global securities and invests in them using a distinct and systematic investment process that seeks to generate superior long-term returns for its clients.
The Role
We are looking to recruit Global Research Associates for our office in Chennai. It is critical that you a",
9102,IvyCap Ventures Advisors Private Limited,Investment Analyst,1478400,1800000,"Job Details
In this
role, you will be one of the resources in our extended team working out of
Mumbai, with an opportunity to be involved in the entire spectrum of activities
in a VC fund, as well as work on portfolio-specific business development
opportunities. You will • be closely involved with portfolio company activities
on behalf of the Fund, including business development activities, tracking and
monitoring and strategy • be reviewing and preparing business plans, performing
valuation ana",
9275,Quest Global,N/A,N/A,N/A,"Job Details
Campus Graduates – Job Description
Course:
IIT M. E / M.
Tech
Position Overview:
We are
looking for bright and talented students who will be key contributors for
engineering best products and solutions for our customers. Major Industries to
work with:
Industrial &
Power, Mobility (Rail/ Automotive), Oil & Gas, Renewable Energy.
Eligible Streams: Machine Design, Chemical
Engineering, Instrumentation & Controls Engineering, Petroleum Engineering,
Pipeline Engineering, Mechanical Engine",
9642,ZL Technologies India Pvt Ltd,Member of Technical staff,1126800,1400000,"Job Details
We are looking for
a Software Developer who can deep dive into code using the
knowledge on algorithms and data structures & work with peers to solve
problems and build high quality software. As a Software Developer, on
any given day you might be developing new features for our customers,
refactoring existing code to be more scalable, and seeing changes through to
completion in a live environment.
Responsibilities
·
Develop robust
and scalable software
.
·
Design and create
services a",
9944,WELLS FARGO INTERNATIONAL SOLUTIONS PRIVATE LIMITED,N/A,N/A,N/A,"Job Details
About this role:
Wells Fargo is seeking a Product
Designer...
In this role, you will:
·
Participate in developing and executing customer experience
solutions for online applications and websites
·
Develop and execute customer experience solutions by employing a
broad array of user centered design tools including: customer experience brief,
site strategy, wireframes or visual mockups, site layouts, site maps,
taxonomies, navigation schematics, task flows, design briefs, key screens,
t",
9580,WELLS FARGO INTERNATIONAL SOLUTIONS PRIVATE LIMITED,Program Associate,2400000,3125000,"Job Details
About Wells Fargo
Wells Fargo
& Company (NYSE: WFC) is a diversified, community-based financial services
company with $2.0 trillion in assets. Founded in 1852 and headquartered in San
Francisco, Wells Fargo provides banking, insurance, investments, mortgage, and
consumer and commercial finance through more than 8,500 locations, 13,000 ATMs,
the internet (wellsfargo.com) and mobile banking, and has offices in 42
countries and territories to support customers who conduct business in th",
9559,Sprinklr,AI Operations Engineer,1778400,1800000,"Job Details
Sprinklr is the unified platform for all customer-facing functions. We call it unified customer experience management (Unified-CXM). We help companies deliver human experiences to every customer,
every
time, across any modern channel,
at
a once impossible
scale. Headquartered in New York City with over 2,400 employees globally, Sprinklr works with more than 1,000 of the world’s most valuable enterprises — global brands like Microsoft, P&G, Samsung and more than 50% of the Fortune 100",
9775,Singularity Dynamics Pvt Ltd,Verification Engineer R & D,1300000,2200000,"Job Details
We are a startup developing a disruptive innovation in Microarchitecture/Logic verification which is expected to substantially impact chip design schedules/cost across the industry. For those who relish being creative and are looking for an opportunity to contribute towards changing the industry standard verification methodologies, we offer a very positive environment to work with a talented, technically very strong and creative team. Being a startup, strong result orientation is the",
9418,BPCL,Management Trainee,2010768,2010768,"Job Details
Place of posting
Accomodation details
India
None
Bond applicable
No",
9970,Virtusa Consulting Pvt Ltd,Associate Consultant,1092000,1200000,"Job Details
Job
Description for MSc Maths / Statistics / applied stats / data scs Students
Designation:
Associate Consultant  (Will be groomed to
be a Data Scitentst/AI/ML)
CTC : 12,00,000
Location : Chennai/Hyderabad
Mandatory
Skills
·
Post Graduation in Mathematics /
Statistics
·
Ability to analyze a given problem
and produce mathematical model
·
Fine tuning of existing mathematical
model
·
Define requirements for problem
given
·
Design solution for a problem using
mathematical model
·
Keeping",
9122,Marsh McLennan,Senior Engineer,1339464,1547700,"Job Details
MMC is seeking candidates for the following
positions based in the Mumbai / Pune office:
Senior Engineer
Position:
Software Developer
Location:
Mumbai, Pune
Job
Summary:
As a
Software Developer, you will play a crucial role in the development and support
of the company's business solutions. You will work within a defined Software
Development Lifecycle, collaborating with a team of developers and other
stakeholders to deliver high-quality software solutions. In addition, you will
have",
9915,Skiify Solutions Private Limited,Product Manager,3539000,4628000,"Job Details
As a Product Manager, you will work with new product introduction or Sustaining Operations teams on product readiness, launch & revamp, or sustaining operations. A successful Product Manager excels in program/project management; communicates with ease at all levels; is adept at facilitating actions and resolving conflicts; manages through relationships and influence; and brings calm and control to even the highest-intensity projects.
Key role of Product Manager at Skiify is to manage",
9210,Axtria,Analyst,1150000,1450000,"Job Details
We are
looking for individuals who want to make a career in Data Science & New Age
Technology. If you are passionate about Analytics and want to make an impact by
challenging yourself, this is what the role entails:
·
Product
Management and development:
Product Development/Engineering & software development for life sciences
Industry
·
Data
processing and analysis:
Retrieve, transform, classify, or manipulate data information
·
Insight
generation:
Analyse data
problems and situations",
9108,Tata Consultancy Services,Researcher,818652,900010,"Job Details
Role
  Purpose : To conduct research under limited supervision either as a
  member of a team or where appropriate, independently.
Area of
  Responsibility
Indicative
  Activities
Creation
  of R&I related assets
Development
  of research prototypes, tools or products as applicable, as well as applying
  for patents and communicating research publications, either individually or
  as part of a larger team.
Research
  Execution
1.
  Participating in applied research work, and communic",
10133,Hindustan Petroleum Corporation Limited,Officer,1501440,1741440,"Job Details
Place of posting
Accomodation details
Pan India
None
Bond applicable
No",
8862,Hindustan Petroleum Corporation Limited,Officer - R&D,1501440,1741440,"Job Details
• Undertake and execute specific research projects leading to development of new
technologies / products and their commercialization.
• Carry out experiments and operate the state-of-the-art lab equipment and pilot plants, as per
safety practices and protocols.
• Maintain the lab equipment, facilities and ensure reliability through health monitoring and
periodic maintenance, calibration.
• Procurement, installation and commissioning of new equipment / lab facilities as per
requiremen",
8861,Hindustan Petroleum Corporation Limited,Officer,1501440,1741440,"Job Details
Place of posting
Accomodation details
Pan India
None
Bond applicable
No",
9373,KnowDis Data Science LLP,Data Scientist/CS,2478400,3000000,"Job Details
About the Role
At KnowDis, you will move the world forward. Every day, we create innovative machine-learning solutions to help our clients across e-commerce, healthcare, and finance domains to solve their problems.
We are a
group of highly curious professionals dedicated to discovering and implementing new deep learning models
. We work at the intersection of
machine learning
,
statistical analysis
,
deep learning
,
natural language processing
, and c
omputer vision
.
We bring out th",
9136,Kotak Securities Limited[ Institutional Equities],Manager,1500000,1700000,"Job Details
Company overview:
As the equity execution services arm of the Kotak Securities, Kotak Institutional Equities provides independent, agency-only brokerage services to institutional clients throughout the world. Through its advanced suite of electronic trading algorithms, experienced high-touch trading group and unparalleled access research, helps institutions lower overall trading costs and ultimately improve investment performance.
Job Description:
As part of the Innovation team you w",
9107,TruckX Technologies Pvt Ltd,Software Development Engineer,1400000,1600000,"Job Details
Hiring for Software Engineering
#HIRING ALERT
#SOFTWARE ENGINEER
We, at TruckX, are looking for a high calibre Software Engineer who want to join an ambitious team whose goal is to expand the reach and growth
TruckX is one of the most exciting Bay Area startups, in the Trucking and Logistics industry. Using a combination of software and hardware, we’re transforming an industry that has seen little innovation for decades; and we already support more than 50,000 customers.
This is just",
10304,LOHUM,N/A,N/A,N/A,"Job Details
About LOHUM:
LOHUM is a six-year-old startup that is now India's largest
producer of critical minerals like Lithium and Cobalt. The company is also the
largest recycler of lithium-ion batteries in the country and one of the largest
in the world. Almost 80% of all the smartphone and EV batteries discarded in
India last year were recycled by LOHUM. [Source: Central Pollution Control
Board]
We have a horizontal portfolio of minerals that span
multiple industries, including -
Batteries (",
9397,LOHUM,Graduate Trainee,1097160,1250000,"Job Details
About LOHUM:
LOHUM is a six-year-old startup that is now India's largest
producer of critical minerals like Lithium and Cobalt. The company is also the
largest recycler of lithium-ion batteries in the country and one of the largest
in the world. Almost 80% of all the smartphone and EV batteries discarded in
India last year were recycled by LOHUM. [Source: Central Pollution Control
Board]
We have a horizontal portfolio of minerals that span
multiple industries, including -
Batteries (",
9699,Taiwan Semiconductor Manufacturing Company,RF Engineer,50585,61546,"Job Details
1. RF/Analog Circuit design targeted towards Design-technology co-optimization (DTCO) for specialty CMOS process.
2. Involved in design of RF front end module circuit blocks using Spectre/ADS. Extensive use of electromagnetic simulators such as EMX, HFSS etc. for RF passive blocks  is needed.
3. Involve in Design of experiments for Stand alone front end RF devices in specialty CMOS processes. Involve in design of experiments for novel Back end of line devices such as transformers, In",
9485,Taiwan Semiconductor Manufacturing Company,Physical Design / APR Engineer,50585,61546,"Job Details
1. Block level Physical Design from floorplan, CTS, P&R.
2. Performance/Power/Area Optimization, Timing Closure, EM/IR and Physical Verification fixes, and design signoff.
3. PD using leading edge technology node with high design complexity including multi-million instance count and multi power domains.
4. Need self-motivated person with strong ownership and commitment. A quick learner with out of the box thinking and good at teamwork is a plus.
Place of posting
Accomodation details
",
9486,Taiwan Semiconductor Manufacturing Company,Machine Learning Engineer,50585,61546,"Job Details
1. Be responsible for surveying, developing, and implementing next-generation AI solutions for the organization.
2. Collaborate with other teams to identify business needs and develop AI models that automate processes, improve efficiency, and enhance decision-making.
3. Stay up-to-date with the latest AI technology trends and research, and use this knowledge to create innovative solutions that help the organization remain competitive in the industry.
Place of posting
Accomodation det",
9700,Taiwan Semiconductor Manufacturing Company,Engineer,50585,61546,"Job Details
1. Develop and improve semiconductor devices to meet customer requirements for specialty technologies, including HV-BCD, Embedded Flash, RF/Analog and CIS technologies
2. Improve product-grade performance and parametrics through device and process optimization
3. Collaborate with Fab integration and process modules to deliver the most cost-effective device solutions for mass production.
4. Solve product function, yield, and reliability issues through device optimization.
5. Provide T",
9487,Taiwan Semiconductor Manufacturing Company,Software Engineer,50585,61546,"Job Details
Building world-class factory infrastructure at record speed and ramping to high-volume production is key to enabling TSMC to scale worldwide. We are seeking a highly motivated Senior Global Systems Development Engineer to join our dynamic team supporting TSMC factories globally. The ideal candidate will possess a highly technical, multi-disciplinary engineering skillset capable of pushing the limits of complex system design at large scales.
Key Responsibilities:
Develop State-of-the-",
9698,Taiwan Semiconductor Manufacturing Company,Image Processing / Machine Learning Engineer,50585,61546,"Job Details
1. ResNet / UNet to generate tool’s inspection images for inline defect check
2. CNN for auto classification
3. Computer vision for hand-crafted features
4. GPU (CUDA) coding to implement tensorflow or customized functions
Place of posting
Accomodation details
Hsinchu, Taiwan
Temporary
Bond applicable
No",
9488,Taiwan Semiconductor Manufacturing Company,Software Engineer (Technology System Integration),50585,61546,"Job Details
Building world-class factory infrastructure at record speed and ramped to high-volume production is key to enable tsmc to scale worldwide. We are looking for a highly motivated engineer to join our global systems
development team within supporting tsmc factories worldwide. The ideal candidate has a highly technical multi-discipline engineering skillset that can push the limits of complex system design at large scale.
1. Develop state of the art code
2. Continue to refactor existing a",
10100,Microsoft India Pvt. Ltd.,N/A,N/A,N/A,"Job Details
Overview
Come build community, explore your passions and do your best work at Microsoft. This opportunity will allow you to bring your aspirations, talent, potential and excitement for the journey ahead.
As a Product Design Specialist, you will define specific product needs based on user insights to ideate to define solutions to meet user needs and create and develop design concepts and specifications that optimize the emotional and functional experience of a product, software, devic",
9619,Microsoft India Pvt. Ltd.,#NAME?,1500000,3115000,"Job Details
Overview
Every year, we welcome thousands of university students from every corner of the world to join Microsoft. You bring your aspirations, talent, potential—and excitement for the journey ahead. We’re a company of learn-it-all’s rather than know-it-alls and our culture is centered around embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. Does this sound like you? Learn more about our cultural attributes.
Mi",
9213,Nine Education,Senior Faculty,1000000,1000000,"Job Details
Fresh graduate, Bharath Teja, an alumni of IIT Kharagpur (batch of 2011) envisioned an institution of excellence for JEE and other competitive exams aspirants. And that’s how a Nine Education came into existence.
We are an organization full of passionate people. We are an educational institution. A hub of knowledge, a place where seekers arrive to gain knowledge and insights on their path to achieving their dreams. We are composed of passionate teachers, talented individuals, and ent",
10029,Mathworks India Private Limited,Engineer in EDG,2250842,2440000,"Job Details
Students can find more details about the Job role (Technical Writer) from the following link:
JD Link: https://www.mathworks.com/company/jobs/opportunities/34907?source=19958&s_eid=Rcv_19958
Place of posting
Accomodation details
Bangalore or Hyderabad
None
Bond applicable
No",
9455,Mathworks India Private Limited,N/A,N/A,N/A,"Job Details
About this Program
Would you like to join a team where you are given the flexibility to select, explore & contribute to collaborative technical projects instead of being assigned to any project?
Do you want to pursue a technical career path in an area that aligns with your long-term professional interests and subsequently transition to the area?
How about working with managers who are invested in your success and will coach you to develop your leadership skills?
If you are looking fo",
9104,Mathworks India Private Limited,Associate in EDG,1951038,2115000,"Job Details
About this Program
Would you like to join a team where you are given the flexibility to select, explore & contribute to collaborative technical projects instead of being assigned to any project?
Do you want to pursue a technical career path in an area that aligns with your long-term professional interests and subsequently transition to the area?
How about working with managers who are invested in your success and will coach you to develop your leadership skills?
If you are looking fo",
9752,Petronet LNG Limited,Graduate Engineer Trainee (GET),1509848,1992260,"Job Details
PLL is looking for promising, young, energetic professionals in various engineering disciplines (Chemical, Civil, Electrical, Mechanical) to be inducted as Graduate Engineer Trainees (GET) across its three locations viz Dahej; Gujarat, Kochi; Kerala and New Delhi. During the training period, the GETs will gain hands on experience on various aspects of LNG terminals, process, equipment functioning (operation) and maintenance. Besides, they will also be involved in various ongoing proj",
9980,OneCard - OneScore - FPL Technologies Pvt. Ltd.,Data Scientist,1300000,2000000,"Job Details
What you will do:
End-to-end ownership of customer management covering key activities
Collaboration with internal stakeholders across product, technology, and other
functions to drive discussion on key portfolio activities
Performing data analysis to identify impactful specific opportunities
Leveraging Machine learning/ Deep learning techniques to build models that will
provide competitive differentiation and drive innovation within the team and the
organization
Building credit strat",
9153,SEDEMAC Mechatronics Pvt Ltd,"Engineer, Test Automation",1552400,1600000,"Job Details
Engineer, Test
Automation
About the job
“Engineer – Test Automation” is expected to design and
develop “test systems” for enabling automated testing of electronic control
units developed by SEDEMAC. The controllers to-betested are intended for
applications such as engine controls, motor controls, battery management
systems, automotive telematics devices etc.
Major Responsibilities
The candidate will primarily work on building test systems
for testing of electronic control units desig",
9155,SEDEMAC Mechatronics Pvt Ltd,N/A,N/A,N/A,"Job Details
Lead
Engineer, R&D (R&D-SysE-COE-AppE-CSA)
The job profile has multiple
tracks:
1.
R&D track
(candidate is involved in
“proof of concepts” for new technology development)
2.
Systems engineering trac
k (candidate
is product owners involved in designing products that go into production,
especially for new product lines)
3.
Applications engineering track
(the role is like systems
engineering, but more relevant for scaling existing product lines to high
volumes)
4.
Control systems archit",
9152,SEDEMAC Mechatronics Pvt Ltd,"Engineer, R&D",1552400,1600000,"Job Details
Engineer,
R&D (Rnd-SysE-COE)
The job profile has multiple
tracks:
1.
R&D track
(candidate is involved in
“proof of concepts” for new technology development)
2.
Systems engineering trac
k (candidate
is product owners involved in designing products that go into production,
especially for new product lines)
3.
Applications
engineering track
(the role is like systems
engineering, but more relevant for scaling existing product lines to high
volumes)
4.
Control
systems architect track
(can",
9151,SEDEMAC Mechatronics Pvt Ltd,"Engineer, Embedded Software",1552400,1600000,"Job Details
Engineer,
Embedded Software
About the job
Our products are heavily reliant on embedded
software, and hence we are inviting passionate
individuals to join our team to contribute towards
our pursuit of building world-class products for the future. You would be a key
player of the team responsible for crafting world-class software that goes into
high-scale products built by SEDEMAC. This is an opportunity to create impact,
the code you write will go into millions of products we ship ann",
9150,SEDEMAC Mechatronics Pvt Ltd,N/A,N/A,N/A,"Job Details
Lead
Engineer, Electronic Hardware
About the job
The
candidate is expected to participate in building technologies and products for
automotive & off-highway powertrains such that the built products and
technologies are deployed in large numbers world-wide.
S/he is expected build
technology differentiators and/or well-engineered robust products and work with
a cross functional team to execute the same.
Major Responsibilities
A Design Engineer in Hardware is responsible
     for design",
9149,SEDEMAC Mechatronics Pvt Ltd,"Engineer, Electronic Hardware",1552400,1600000,"Job Details
Engineer,
Electronic Hardware
About the job
The
candidate is expected to participate in building technologies and products for automotive
& off-highway powertrains such that the built products and technologies are
deployed in large numbers world-wide.
S/he is expected build technology
differentiators and/or well-engineered robust products and work with a cross
functional team to execute the same.
Major Responsibilities
An Engineer
in Electronic Hardware is responsible for designing, ",
10036,Games24x7 Pvt Ltd.,Data Analyst,1500000,1680000,"Job Details
Introduction
Games24x7 is India’s leading and most valuable multi-gaming unicorn. We’re a full-stack gaming company, offering awesome game playing experiences to over 100 million players through our products - RummyCircle, India’s first and largest online rummy platform, My11Circle, the country’s fastest growing fantasy sports platform
A pioneer in the online skill gaming industry in India, Games24x7 was founded in 2006 when two New York University trained economists Bhavin Pandya, a",
9641,Exxon Mobil,-,0,0,"Job Details
Job Description
We are looking for talented
individuals for a diverse set of technical-focused roles in the Modeling,
Optimization and Data Science teams at our Technology Center in
Bengaluru, India
.
Bengaluru Technology Center
Our technology center
provides a range of technical support services for ExxonMobil’s global projects
and operations.  The current job openings
in Modeling, Optimization and Data Science disciplines are focused on solving
challenging computational modeling an",
9374,ORMAE,Operations Research Scientist I,1200000,1300000,"Job Details
Job
Description:
Operations
Research
Scientist
I :
OR Scientist I Should have a scientific mindset and
interest in Operation Research algorithms like routing optimization,
mathematical modeling, meta-heuristics, heuristics, forecasting, simulation
model, inventory optimization. (S)he should have supply chain management
background along with advanced analytics experience. (S)He should have strong
interest and ability to solve mathematical modelling including LP tools like
Cplex, Gurob",
9776,ideaForge Technology Ltd.,N/A,N/A,N/A,"Job Details
Job Advertisement: Software/Firmware Developer for UAV/UAS Systems
Join Our Team: Building the Future of UAV/UAS Technologies
For the third consecutive year, we are excited to visit your campus, continuing our tradition of recruiting talented minds who are eager to innovate in the field of Unmanned Aerial Vehicle (UAV) and Unmanned Aircraft Systems (UAS). Our organization, founded by IIT Bombay alumni and nurtured within IITB labs, is at the forefront of developing cutting-edge techn",
9130,ideaForge Technology Ltd.,N/A,N/A,N/A,"Job Details
Join Our Team: Building the Future of UAV/UAS
Technologies
For the third consecutive year, we are excited to visit your
campus, continuing our tradition of recruiting talented minds who are eager to
innovate in the field of Unmanned Aerial Vehicle (UAV) and Unmanned Aircraft
Systems (UAS). Our organization, founded by IIT Bombay alumni and nurtured
within IITB labs, is at the forefront of developing cutting-edge technologies
that are transforming the UAV/UAS landscape.
About Us:
At I",
9131,ideaForge Technology Ltd.,N/A,N/A,N/A,"Job Details
Job Description: Electronics Engineer
We are seeking a talented Electronics Engineer, preferably
an IIT graduate, to join our team in developing cutting-edge electronics for
UAV/UAS systems and their supporting ecosystems. This role offers the
opportunity to work with world-class technologies in a dynamic and innovative
environment.
Key Responsibilities:
As an Electronics Engineer, you will gain hands-on
experience and contribute to the following areas:
-
Autopilot Systems & Computer",
8936,ideaForge Technology Ltd.,Engineer,1479926,1700000,"Job Details
Job Description: Electronics Engineer
We are seeking a talented Electronics Engineer, preferably
an IIT graduate, to join our team in developing cutting-edge electronics for
UAV/UAS systems and their supporting ecosystems. This role offers the
opportunity to work with world-class technologies in a dynamic and innovative
environment.
Key Responsibilities:
As an Electronics Engineer, you will gain hands-on
experience and contribute to the following areas:
-
Autopilot Systems & Computer",
8935,ideaForge Technology Ltd.,Engineer,1038421,1200000,"Job Details
Join Our Team: Building the Future of UAV/UAS
Technologies
For the third consecutive year, we are excited to visit your
campus, continuing our tradition of recruiting talented minds who are eager to
innovate in the field of Unmanned Aerial Vehicle (UAV) and Unmanned Aircraft
Systems (UAS). Our organization, founded by IIT Bombay alumni and nurtured
within IITB labs, is at the forefront of developing cutting-edge technologies
that are transforming the UAV/UAS landscape.
About Us:
At I",
8932,ideaForge Technology Ltd.,Engineer,1479926,1700000,"Job Details
Job Advertisement: Software/Firmware Developer for UAV/UAS Systems
Join Our Team: Building the Future of UAV/UAS Technologies
For the third consecutive year, we are excited to visit your campus, continuing our tradition of recruiting talented minds who are eager to innovate in the field of Unmanned Aerial Vehicle (UAV) and Unmanned Aircraft Systems (UAS). Our organization, founded by IIT Bombay alumni and nurtured within IITB labs, is at the forefront of developing cutting-edge techn",
10002,Citi Bank,N/A,N/A,N/A,"Job Details
Job Description
The Model/Anlys/Valid Analyst I is a trainee professional role.  Requires a good knowledge of the range of processes, procedures and systems to be used in carrying out assigned tasks and a basic understanding of the underlying concepts and principles upon which the job is based. Good understanding of how the team interacts with others in accomplishing the objectives of the area.  Makes evaluative judgements based on the analysis of factual information. They are expect",
10143,Black & Veatch Pvt Ltd,N/A,N/A,N/A,"Job Details
Black & Veatch is an
employee-owned engineering, procurement, consulting, and construction company
with a 100-year legacy of innovations in sustainable infrastructure.
We are proud to be a 100 percent ESOP-owned
company. As employee-owners, our professionals are empowered to drive not only
their personal growth, but the company's long-term achievements - and they
share in the financial rewards of the success through stock ownership.
For more information about the organization
please ",
10142,Black & Veatch Pvt Ltd,N/A,N/A,N/A,"Job Details
Black & Veatch is an
employee-owned engineering, procurement, consulting, and construction company
with a 100-year legacy of innovations in sustainable infrastructure.
We are proud to be a 100 percent ESOP-owned
company. As employee-owners, our professionals are empowered to drive not only
their personal growth, but the company's long-term achievements - and they
share in the financial rewards of the success through stock ownership.
For more information about the organization
please ",
9918,Black & Veatch Pvt Ltd,N/A,N/A,N/A,"Job Details
Black & Veatch is an
employee-owned engineering, procurement, consulting, and construction company
with a 100-year legacy of innovations in sustainable infrastructure.
We are proud to be a 100 percent ESOP-owned
company. As employee-owners, our professionals are empowered to drive not only
their personal growth, but the company's long-term achievements - and they
share in the financial rewards of the success through stock ownership.
For more information about the organization
please ",
9119,Cleanmax Enviro Energy Solutions Pvt. Ltd.,Manager - Business Development,1300000,1890350,"Job Details
• Identify new business leads and opportunities with corporate consumers based in and/or headquartered within West India (majority of India’s largest companies and foreign MNCs are headquartered in Mumbai & Ahmedabad).
• Develop identified leads via meetings/proposals/case studies.
• Work closely with C-level decision makers i.e., CFO, COO, CEO, CPO, VPs and Directors to develop potential long term strategic relationship (given renewable energy is a board level agenda for most compan",
9121,Cleanmax Enviro Energy Solutions Pvt. Ltd.,Manager - Business Development,158400,158400,"Job Details
• Identify new business leads and opportunities with corporate consumers based in and/or headquartered within West India (majority of India’s largest companies and foreign MNCs are headquartered in Mumbai & Ahmedabad).
• Develop identified leads via meetings/proposals/case studies.
• Work closely with C-level decision makers i.e., CFO, COO, CEO, CPO, VPs and Directors to develop potential long term strategic relationship (given renewable energy is a board level agenda for most compan",
9901,McKinsey Knowledge Center,Analyst,1680000,2000000,"Job Details
What you'll do
You will help clients develop risk models for credit risk, market and trading
risk, climate risk, financial crime and compliance, and wide applications such
as cyber risk. You will work to provide independent perspectives on models,
assess their frameworks for model development and model risk management across
a variety of risk functions.
You will support and leverage an international network of experts in order to
codify existing knowledge and even expand it. Consider",
9490,Infoedge India Limited,N/A,N/A,N/A,"Job Details
Job description
We are actively seeking an energetic and innovative User Experience Designer to join our team. As an Associate UI/UX Designer, you will leverage your in-depth understanding of experience design for digital products. You'll be directly responsible for decisions that form our product experiences. This is a hands-on designer role.
What you will do as an Associate UI/UX Designer
● Understand users, their environment, and how they are interacting with the product
● Iterate",
8938,Mercari,ML Engineer,6600000,7920000,"Job Details
As a Machine Learning Engineer at Mercari, you will apply your machine learning skills to develop the Mercari C2C (consumer to consumer), marketplace app. Advancements in machine learning and computational resources are leading to remarkable innovations in both technology and business.
We are actively utilizing advanced machine learning technologies in order to provide a more convenient and fun marketplace. Using sales and transaction data, engineers in this position will utilize mac",
8939,Mercari,Software Engineer,5508000,6609600,"Job Details
• You will be tasked with developing features for the Mercari marketplace app in Japan, the Merpay mobile payment service. Successful candidates will join a team of software engineers, who come from diverse backgrounds and hold various expertise, and work as a member of their team.
• The specific content of your work will involve projects to improve the UX and specifications of our products and make them more friendly for Mercari, Merpay, and Mercari Shops users. Currently, Mercari i",
10289,delta.exchange,Platform Engineer,1500000,1700000,"Job Details
Role Overview
As a Platform Engineer at Delta Exchange, you will be part of a team
responsible for designing and optimizing the low-latency systems that power our
trading platform. You will work closely with experienced engineers to ensure
that our systems are highly performant, scalable, and resilient, allowing for
the smooth execution of thousands of transactions per second in a real-time,
high-frequency environment.
Key Responsibilities
·
Assist
in designing, building, and optimiz",
9897,Lumenci,Associate Consultant,775000,1000000,"Job Details
Job Overview
Lumenci is a legal tech startup founded by a group of IIT alumni in the US. Lumenci’s mission is to transform the legal and intellectual property industry in US & Europe with groundbreaking products and services. We are currently looking to build an exceptionally strong technical team in Gurugram, India, to help us deliver high-quality products and services to our clients. Lumenci is looking for self-driven, gritty, technology enthusiasts. If you are curious about techno",
10047,Apollo Global Management,Associate,2200000,3279333,"Job Details
Role
Description
Risk
Hedging and Special Projects
: Provide cost-effective hedging solutions for FX and Rates exposures in
Apollo Credit, PE, Real Estate and Infra funds, & Apollo’s Portfolio
companies by analyzing and actively tracking the underlying FX and Interest
Rate exposures.
Risk
Management
: Monitor
investment risks of portfolios; present findings to PMs and senior leadership
to ensure their full understanding of risk drivers and facilitate the
appropriate scaling consisten",
9457,Samsung Semiconductor India Research,senior engineer (hardware,1858985,3635000,"Job Details
We are hiring for Hardware role. Under hardware profiles students can let us know their interest 
area during the interviews & we can allocate them to relevant projects subject to requirements.
Hardware Engineers to join next generation Silicon Development team – Analog/Digital profiles. 
Working on cutting-edge products in Advanced Process Technologies (7nm, 5nm,4nm,3nm and 
beyond). Please let us know your preference whether Analog or Digital.
The main areas of work at Samsung semi",
9542,Samsung Semiconductor India Research,Senior Engineer Hardware,1858985,3635000,"Job Details
We are hiring for a Hardware role. Under hardware profiles, students can let us know their interest area during the interviews & we can allocate them to relevant projects subject to requirements.
Hardware Engineers to join next-generation Silicon Development team – Analog/Digital profiles. Working on cutting-edge products in Advanced Process Technologies (7nm, 5nm,4nm,3nm and beyond).
Please let us know your preference whether Analog or Digital.
The main areas of work at Samsung Semi",
